Admission_grade,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_grade,Status,Status_New,Course_33,Course_171,Course_8014,Course_9003,Course_9070,Course_9085,Course_9119,Course_9130,Course_9147,Course_9238,Course_9254,Course_9500,Course_9556,Course_9670,Course_9773,Course_9853,Course_9991,Gender_0,Gender_1,Daytime_evening_attendance_0,Daytime_evening_attendance_1
108.0,0,0,1,1,19,13.0,13.285714285714286,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
110.0,0,0,1,0,32,13.6,15.11111111111111,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
127.7,0,0,1,0,31,11.0,11.5,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
121.3,0,0,1,0,34,11.705714285714285,11.705714285714285,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
140.1,0,0,1,0,20,13.25,14.333333333333334,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
114.8,0,0,1,0,28,10.75,10.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
150.0,0,0,1,0,31,12.0,13.428571428571429,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
131.7,0,0,1,0,18,12.666666666666666,12.25,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
110.0,0,0,0,0,31,11.4,11.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
105.5,0,0,1,0,19,13.0,12.4,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
127.3,0,0,1,1,19,14.0,12.285714285714286,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
130.0,0,0,1,0,31,0.0,0.0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
130.0,0,0,1,0,34,0.0,0.0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
122.7,0,0,1,1,18,15.285714285714286,16.075,2,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
113.9,0,0,1,0,18,13.166666666666666,12.666666666666666,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
151.1,0,1,1,0,19,13.6,12.833333333333334,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
125.8,0,0,0,1,22,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
128.2,0,0,1,0,32,11.4,11.5,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
135.1,0,0,1,0,61,0.0,0.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
120.2,0,0,1,0,30,11.0,11.6,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
132.8,0,1,0,0,45,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
140.0,0,0,1,0,20,13.571428571428571,12.666666666666666,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
129.3,0,0,1,0,19,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
108.2,0,0,1,0,26,11.25,12.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
125.4,0,0,1,0,19,13.333333333333334,11.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
140.2,0,0,1,1,19,12.0,11.666666666666666,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
116.1,0,0,1,0,19,12.5,13.0,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
137.8,0,0,1,1,19,13.2,12.666666666666666,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
128.4,0,0,0,0,19,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
106.0,0,0,0,0,28,11.666666666666666,11.5,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
130.2,0,0,1,0,24,13.466666666666669,13.642857142857142,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
126.0,0,0,1,0,18,13.666666666666666,13.2,2,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
141.0,0,0,1,0,18,11.666666666666666,12.5,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
113.0,0,0,1,1,18,11.666666666666666,10.2,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
120.0,0,0,1,0,21,13.4,12.4,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
130.9,0,0,0,0,28,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
120.0,0,0,1,0,58,0.0,0.0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
134.1,0,0,0,0,49,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
120.0,0,0,1,0,24,10.666666666666666,10.5,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
114.8,0,0,1,0,25,13.75,14.75,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
123.0,0,0,1,0,33,10.0,0.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
118.0,0,0,0,0,33,0.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
100.0,0,0,1,0,40,16.0,15.5,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
151.1,0,0,1,0,48,12.285714285714286,11.125,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
116.9,0,1,0,0,18,12.0,10.333333333333334,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
106.0,0,0,1,0,24,12.666666666666666,12.666666666666666,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
127.1,0,0,1,1,23,11.8,13.25,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
155.5,0,1,0,0,39,10.6,14.666666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
101.0,0,0,1,0,21,11.9,12.25,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
128.2,0,0,1,0,34,11.25,10.5,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
113.0,0,0,1,1,41,11.0,11.4,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
122.8,0,0,1,0,18,12.0,12.5,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
145.6,0,0,1,0,34,11.75,10.833333333333334,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
116.5,0,0,1,0,19,10.0,16.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
142.0,0,0,1,0,19,13.714285714285714,13.714285714285714,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
150.0,0,0,1,0,28,14.875,15.8,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
133.3,0,0,1,0,18,10.8,0.0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
115.8,0,0,1,0,19,12.0,10.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
100.0,0,1,0,0,19,12.5,13.5,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
128.6,0,0,1,0,18,14.728571428571428,16.327272727272728,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
137.1,0,0,1,0,18,12.0,14.8,2,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
149.0,0,0,1,0,18,11.428571428571429,11.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
147.0,0,0,1,0,19,14.166666666666666,13.5,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
150.0,0,0,1,0,31,12.5,14.6,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
103.5,0,0,1,1,33,14.166666666666666,14.333333333333334,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
107.8,0,0,1,1,20,14.46,13.55,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
130.0,0,0,1,0,22,12.8,11.5,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
109.4,0,0,1,0,19,12.666666666666666,13.4,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
143.6,0,0,1,0,18,12.5,13.0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
124.3,1,0,1,0,18,0.0,0.0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
119.5,0,0,0,0,18,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
175.6,0,0,1,0,18,0.0,0.0,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
116.1,0,0,1,1,19,11.2,11.0,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
126.6,0,0,1,0,18,16.5,17.428571428571427,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
130.8,0,0,1,0,18,13.666666666666666,12.0,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
133.5,0,0,1,1,18,15.228571428571428,15.228571428571428,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
136.9,0,0,1,0,21,12.77777777777778,13.22222222222222,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
142.3,0,0,1,1,18,14.428571428571429,14.428571428571429,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
114.3,0,0,1,0,18,13.875,13.714285714285714,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
122.9,0,0,1,0,18,13.128,13.193333333333332,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
117.2,0,0,1,0,20,11.605,12.4125,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
152.0,0,0,1,1,18,14.6,12.0,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
122.2,0,0,1,0,18,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
101.7,0,0,1,1,20,11.8,11.6,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
119.9,0,0,1,0,20,12.333333333333334,12.333333333333334,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
123.7,0,1,1,1,19,11.0,0.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
121.8,0,0,1,1,19,13.181818181818182,12.909090909090908,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
106.1,1,1,0,1,18,11.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
124.3,0,1,1,1,19,11.833333333333334,12.285714285714286,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
124.3,0,0,1,1,20,12.98125,12.98125,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
117.4,0,0,1,0,21,11.333333333333334,11.2,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
112.7,0,0,1,0,21,11.68,11.68,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
123.7,0,0,1,0,20,14.5,13.5,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
105.8,0,0,1,0,19,13.142857142857142,12.857142857142858,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
124.2,0,0,0,0,21,11.5,10.5,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
122.3,0,0,1,0,18,14.2,11.8,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
123.7,0,0,1,1,19,11.666666666666666,12.2,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
129.8,0,0,1,0,18,13.175,14.875,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
123.8,0,0,1,1,19,13.314285714285717,13.314285714285717,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
126.4,0,0,1,1,18,10.6,10.5,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
115.1,0,0,1,1,18,12.0,10.75,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
138.4,0,0,1,0,18,13.428571428571429,14.142857142857142,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
118.2,0,0,1,1,18,13.25,15.571428571428571,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
121.7,0,0,1,0,18,13.0,0.0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
118.0,0,0,1,1,18,14.333333333333334,14.0,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
119.8,0,0,1,0,18,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
164.9,0,0,1,0,18,14.0,13.166666666666666,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
100.0,0,0,1,1,20,12.0,12.833333333333334,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
121.6,0,0,1,0,18,12.333333333333334,10.6,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
120.4,0,0,1,0,18,11.8,10.4,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
117.8,0,0,1,1,20,12.791428571428572,12.791428571428572,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
110.0,0,0,1,0,40,11.625,11.2,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
128.8,0,0,1,1,18,11.994444444444444,12.43142857142857,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
116.6,0,0,1,0,19,11.6,12.2,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
120.0,0,0,1,0,24,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
157.5,0,0,1,0,19,13.166666666666666,13.166666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
136.3,0,0,1,0,19,14.1,14.1,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
121.5,0,0,1,1,20,12.396666666666668,12.94285714285714,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
133.9,0,0,1,0,18,15.014285714285714,16.0875,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
136.8,0,0,1,1,18,0.0,0.0,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
133.5,0,0,1,0,19,14.05,15.1,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
130.0,0,0,1,0,18,14.85,15.2,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
140.0,0,0,1,0,19,13.0,13.0,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
132.7,0,0,1,1,19,14.7875,15.8625,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
117.8,0,0,1,1,19,13.7,14.671428571428574,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
126.1,0,0,1,1,19,12.495714285714286,12.242857142857144,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
120.0,0,0,1,0,19,14.566666666666668,14.566666666666668,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
100.0,0,1,0,0,25,11.2,11.25,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
116.8,0,0,1,0,20,12.685714285714283,12.685714285714283,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
128.3,0,1,0,0,23,13.571428571428571,13.25,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
117.0,0,0,1,0,20,0.0,0.0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
131.5,0,0,1,0,27,11.0,11.166666666666666,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
134.8,0,0,1,0,18,14.445,14.445,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
146.6,0,1,1,0,18,13.6,11.75,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
130.0,0,1,0,0,23,14.0,14.625,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
127.5,0,0,1,1,19,13.416666666666666,13.416666666666666,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
123.0,0,0,1,0,18,12.333333333333334,11.4,2,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
100.0,0,0,1,0,20,13.1,14.8125,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
114.2,0,0,1,0,18,13.2,12.8,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
123.5,0,0,1,1,19,14.75,14.75,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
144.3,0,0,1,1,19,13.142857142857142,14.333333333333334,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
142.2,0,0,1,0,19,12.5,12.5,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
161.9,0,0,1,0,18,13.75,14.857142857142858,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
135.9,0,0,1,0,18,12.4,13.0,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
110.1,0,0,1,0,18,13.333333333333334,12.0,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
122.5,0,0,0,0,28,11.727272727272728,12.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
138.1,0,0,1,0,19,12.5,14.0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
117.3,0,1,1,0,20,0.0,0.0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
106.8,0,0,1,1,19,13.533333333333331,13.614285714285714,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
120.1,1,0,1,1,20,13.166666666666666,12.666666666666666,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
116.5,0,0,1,1,19,13.2,11.0,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
120.0,0,0,1,0,21,12.2,12.6,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
139.7,0,0,1,1,19,13.428571428571429,14.857142857142858,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
123.7,0,0,1,1,18,12.714285714285714,12.625,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
116.5,0,0,1,0,19,0.0,0.0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
122.2,0,0,1,1,19,13.666666666666666,13.666666666666666,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
146.0,0,1,1,0,20,11.0,13.166666666666666,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
108.8,0,0,1,0,18,11.4,13.333333333333334,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
133.0,0,0,1,0,18,0.0,0.0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
123.8,0,0,1,0,18,12.0,12.0,2,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
120.0,0,0,1,0,18,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
126.9,0,0,1,0,18,11.0,11.666666666666666,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
121.3,0,0,1,0,20,12.0,11.571428571428571,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
129.0,0,0,1,1,19,13.308571428571428,12.55,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
114.9,0,1,0,0,21,13.666666666666666,10.666666666666666,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
106.5,0,1,0,0,20,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
133.9,0,0,1,0,18,12.2,11.25,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
124.9,0,0,1,1,20,12.666666666666666,12.833333333333334,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
128.5,0,0,1,1,19,14.07125,14.07125,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
126.2,0,0,1,0,22,14.25,13.2,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
121.7,0,0,0,0,22,0.0,0.0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
120.0,0,0,1,0,18,12.0,10.25,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
113.2,0,0,1,0,21,11.166666666666666,10.571428571428571,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
120.3,0,0,1,0,19,13.0,11.6,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
127.8,0,0,1,0,19,0.0,0.0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
123.3,0,0,1,1,20,14.901428571428571,14.901428571428571,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
126.3,0,1,1,1,18,12.65,12.445555555555554,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
128.2,0,0,0,0,22,11.0,10.6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
134.9,0,0,1,0,20,12.4,12.666666666666666,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
140.0,0,0,1,0,19,12.0,12.666666666666666,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
115.5,0,0,1,1,19,12.135714285714286,13.328571428571427,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
106.7,0,0,1,1,20,12.62,12.5,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
140.0,0,0,1,0,25,10.666666666666666,11.333333333333334,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
136.6,0,0,1,1,19,13.766666666666666,14.051428571428572,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
119.3,0,0,1,0,19,13.11625,13.11625,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
152.0,0,0,0,0,19,0.0,0.0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
144.3,0,0,1,0,20,12.7,13.571428571428571,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
159.0,0,0,1,0,25,11.857142857142858,11.7,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
129.5,0,0,1,1,20,12.333333333333334,12.333333333333334,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
140.0,0,0,1,0,24,15.75,16.4,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
105.4,0,0,1,0,20,13.333333333333334,13.2,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
136.0,0,0,1,0,21,14.355555555555554,13.49375,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
160.0,0,1,1,1,19,13.0,13.0,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
139.1,0,0,1,1,19,12.833333333333334,13.5,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
